0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
0.06938525,0.073978774,0.07332599,0.06619385,0.07427393,0.07440179,0.06430053,0.06939191,0.07323903,0.06448498,0.072441705,0.07633186,0.071399696,0.06520059,0.074660175,0.07393712,0.06500214,0.082070455,0.08160629,0.06680376,0.06362711,0.06887112,0.07684037,0.07930024,0.068531625,0.07864185,0.07199672,0.08160251,0.08750474,0.10162136,0.093808934,0.08888107,0.088321924,0.08816113,0.10205475,0.09841497,0.103087865,0.10033604,0.11021559,0.10448569,0.104580596,0.13968384,0.112937115,0.10301501,0.076909974,0.100696705,0.09256617,0.11151745,0.11047111,0.10662462,0.11351019,0.10460475,0.11702483,0.12703438,0.16411345,0.13928634,0.10826628,0.116850145,0.13261214,0.13407984,0.14282736,0.13152374,0.17832382,0.19680053,0.18668881,0.21676822,0.2166523,0.23883073,0.19707142,0.19522165,0.1935762,0.16530335,0.25018287,0.13471556,0.18421,0.13758464,0.17404772,0.22351131,0.18996762,0.16843978,0.18311836,0.17818974,0.18237752,0.13788219
0.057597764,0.063353926,0.050956633,0.055383764,0.06231747,0.058809824,0.053448252,0.06781352,0.06261215,0.066000715,0.06872158,0.072805315,0.06451278,0.05476842,0.06694978,0.05350021,0.07846057,0.07055391,0.07655544,0.064324304,0.06219562,0.065571025,0.07782008,0.08064989,0.08728767,0.07033945,0.06518061,0.08294537,0.073783875,0.08746904,0.10147653,0.089121714,0.09394931,0.10247139,0.10261771,0.093426466,0.095498726,0.091713086,0.1060558,0.09194847,0.09688915,0.11387862,0.0974681,0.10814689,0.070615694,0.08626396,0.088257,0.10706616,0.098016374,0.09703262,0.1075673,0.100513674,0.10023887,0.10384764,0.10828427,0.0982649,0.08592385,0.10095814,0.10284968,0.11004096,0.11108334,0.11022456,0.13124043,0.14854689,0.13209988,0.16118476,0.2055384,0.1976262,0.14545386,0.1731972,0.15990193,0.12709716,0.1460371,0.11059324,0.12563981,0.1059832,0.1280124,0.15922591,0.12907541,0.15778981,0.07904271,0.13198973,0.19998127,0.14574717
0.066944525,0.05891996,0.050180964,0.06045844,0.050974026,0.062463436,0.057439275,0.055822294,0.06449942,0.05794993,0.058863085,0.059473474,0.053222697,0.06113373,0.05882631,0.060466558,0.06127157,0.0673147,0.0681408,0.06548015,0.06377013,0.071528055,0.060249403,0.06335518,0.07201198,0.06088873,0.058299508,0.06440295,0.06878594,0.082160674,0.06115951,0.07110427,0.05944512,0.06396438,0.06715334,0.084491014,0.084365055,0.08079885,0.07667119,0.06787672,0.08034741,0.10516762,0.09026331,0.080084726,0.046316367,0.06275118,0.08544163,0.09355496,0.084829606,0.09213643,0.08072553,0.0830275,0.09165704,0.10825555,0.089348465,0.09590571,0.08380602,0.08246745,0.09438996,0.09051589,0.10280447,0.10365093,0.14105766,0.13801253,0.12919037,0.1685456,0.17795886,0.15985397,0.16298354,0.1205465,0.13496119,0.13393855,0.14156035,0.13172741,0.12965791,0.09693366,0.14705355,0.16165979,0.11490594,0.10887704,0.07265887,0.12710992,0.14118372,0.11190407
0.33145967,0.31654572,0.26348448,0.257881,0.30519995,0.37857768,0.28189844,0.34538466,0.31685796,0.26754212,0.32753265,0.28238735,0.35317725,0.35354346,0.34417996,0.30439416,0.33473888,0.32493648,0.2914396,0.26874405,0.2532985,0.25161415,0.30008027,0.3725718,0.28620353,0.2618578,0.09305308,0.16160825,0.15985435,0.20662041,0.11227769,0.17635652,0.16561373,0.18388064,0.27252364,0.22922318,0.24259226,0.17814255,0.2230586,0.2035556,0.21170896,0.3646812,0.33082166,0.24446067,0.15038589,0.14313269,0.16614453,0.2501774,0.22221088,0.17707653,0.1694104,0.23306659,0.12904474,0.35482192,0.1979501,0.19689703,0.061155077,0.06449168,0.06378184,0.21319027,0.17829251,0.13529241,0.05278943,0.038285494,0.03197525,0.048535522,0.04299061,0.03691596,0.038347263,0.034281462,0.05451092,0.05209013,0.044634055,0.037050422,0.03964198,0.044498913,0.05392854,0.05876516,0.050563764,0.06419504,0.06475736,0.10370867,0.13377601,0.10389388
0.14010319,0.10112422,0.079074085,0.09742009,0.080387324,0.09007479,0.09072124,0.08610988,0.073185444,0.07493203,0.07544766,0.0979174,0.09688471,0.08189081,0.072324894,0.082465194,0.08622791,0.11728733,0.09708494,0.095109515,0.07336774,0.09121662,0.09368353,0.091719724,0.09640713,0.08714941,0.06581523,0.09346425,0.08051222,0.08887695,0.0729138,0.089543454,0.09168686,0.077548325,0.09526916,0.107026994,0.1070796,0.11430888,0.10535655,0.102181084,0.1000331,0.18647629,0.15752569,0.151191,0.06339168,0.104531534,0.11191683,0.11546038,0.09813008,0.08380497,0.08938816,0.103428826,0.090665966,0.19477506,0.1952619,0.10372201,0.03653123,0.03294173,0.07294912,0.077884674,0.07410322,0.05589952,0.0546073,0.032350317,0.0486124,0.058217257,0.024893839,0.040213954,0.032872256,0.030697297,0.033878036,0.053865757,0.03992073,0.03799988,0.03650189,0.03816233,0.039838288,0.048767608,0.03607625,0.063289,0.055551298,0.10156002,0.1124491,0.1291894
0.09553632,0.096409954,0.11034129,0.11112738,0.10198148,0.098116,0.10191558,0.10511579,0.08282851,0.08447696,0.11617093,0.09028425,0.08786747,0.10754727,0.091897964,0.08447077,0.1541485,0.15220802,0.17177273,0.14531784,0.09840618,0.12581842,0.14240041,0.14202638,0.16074648,0.16051218,0.09551897,0.15694271,0.106778435,0.11637111,0.10035378,0.11153697,0.12626223,0.10960435,0.13384563,0.18525656,0.18657607,0.14020064,0.18727441,0.11750453,0.12823628,0.2821264,0.25195223,0.22496295,0.09175564,0.09487244,0.15124996,0.15429164,0.113455616,0.14482577,0.13640475,0.15980236,0.12011963,0.19564831,0.11478239,0.14380956,0.05511497,0.04309816,0.09941534,0.13703193,0.09403557,0.07914178,0.06338336,0.06458931,0.04866984,0.054115534,0.052561883,0.04874143,0.049378496,0.027045917,0.037100356,0.04201846,0.050336562,0.041195374,0.048503105,0.025339918,0.05118658,0.040483274,0.050803147,0.044608336,0.05570587,0.09859691,0.11335432,0.108142234
0.108076915,0.09898149,0.09696922,0.09841757,0.09480976,0.10831437,0.09639197,0.12557489,0.10240475,0.10243871,0.1018838,0.11424389,0.104758926,0.095146865,0.107231334,0.07445116,0.10689267,0.13284232,0.1098251,0.10696085,0.08799177,0.09163132,0.11518045,0.12576944,0.13660136,0.107738845,0.10834763,0.124237664,0.12519686,0.14534546,0.10827319,0.13064213,0.1321794,0.118786186,0.16540799,0.18614389,0.18570928,0.15522054,0.13362251,0.15411864,0.17692593,0.23702803,0.2559428,0.26855195,0.099296466,0.09413969,0.14033651,0.1804962,0.1550785,0.17019764,0.14169823,0.19702128,0.11259588,0.2477896,0.26008916,0.16680735,0.0647506,0.05053427,0.1228929,0.13667019,0.17366153,0.1015872,0.07084291,0.091377124,0.06803868,0.07260347,0.05925059,0.06291903,0.035933096,0.051159143,0.057543725,0.050557245,0.04543643,0.05314409,0.055930592,0.06307866,0.06357124,0.0717316,0.05486243,0.07108686,0.048059635,0.18010107,0.08263837,0.09969475
0.07410659,0.03946181,0.048879966,0.049019955,0.051462658,0.049635127,0.051450863,0.05474493,0.0528649,0.06122552,0.057523552,0.060980547,0.062427565,0.058553215,0.07413339,0.054595724,0.06519522,0.060332254,0.05612731,0.060828883,0.059011143,0.066895396,0.06353677,0.06605816,0.06631561,0.06450191,0.06044615,0.066147275,0.07081483,0.06775914,0.06108268,0.06678306,0.06951281,0.053592753,0.07055267,0.08181665,0.083266586,0.08013858,0.08919446,0.08291947,0.10579195,0.09770802,0.100216195,0.115863405,0.053728916,0.076261066,0.0955648,0.086520545,0.07657571,0.086426556,0.09497306,0.09511848,0.079384364,0.1030584,0.120029725,0.09279882,0.075728685,0.071462594,0.08866237,0.092806354,0.097779565,0.10446931,0.13467754,0.1782668,0.123335004,0.19484554,0.22152105,0.19529988,0.11548201,0.18233976,0.16056125,0.09696675,0.16848512,0.09320241,0.09958453,0.09252131,0.099880725,0.151547,0.15254344,0.11623578,0.063166246,0.17606677,0.12994112,0.124300644
0.06339737,0.066364355,0.062628575,0.059097245,0.06144056,0.06431009,0.06861629,0.06978324,0.07246904,0.062070332,0.06595087,0.057000127,0.06378142,0.06822095,0.06578374,0.05749057,0.071259566,0.066535115,0.065624006,0.06138718,0.06092668,0.061962284,0.06337706,0.07389632,0.06577121,0.06882189,0.058370143,0.072889276,0.06393781,0.07740954,0.06129256,0.06290633,0.07185218,0.06142239,0.073734656,0.0693346,0.07232055,0.07253853,0.0732334,0.07519999,0.08511204,0.08108814,0.07221138,0.08295284,0.061748676,0.07155024,0.072538465,0.108015575,0.08582246,0.08052212,0.08695466,0.09502185,0.08212138,0.116785534,0.112982154,0.086269386,0.06773813,0.07448793,0.08968392,0.08497749,0.097809665,0.0989277,0.107713796,0.12856148,0.09580249,0.111844026,0.123456836,0.11767183,0.0855236,0.0922691,0.08433414,0.074516445,0.0890939,0.063036285,0.070578106,0.075579494,0.069154054,0.08692663,0.07702162,0.078261256,0.050233915,0.11115663,0.100855865,0.10591026
0.07316297,0.073936276,0.0640377,0.064065166,0.061702833,0.07194722,0.07892686,0.11272451,0.058371074,0.06373637,0.065588646,0.078129455,0.092756554,0.06454209,0.0675267,0.06219367,0.1045796,0.10461306,0.07930833,0.09202792,0.062498458,0.11325746,0.11323997,0.095332526,0.09348683,0.09585374,0.06695606,0.08346492,0.085264534,0.08508895,0.08052864,0.078848734,0.07940385,0.083878785,0.0872938,0.09620433,0.11676057,0.096438505,0.1031432,0.1285823,0.09952729,0.18069977,0.1689604,0.14181542,0.06660167,0.07190334,0.105590805,0.1168986,0.09325658,0.09938098,0.09167064,0.11135647,0.10840185,0.17065641,0.12999351,0.10108308,0.054948714,0.0493102,0.09050832,0.091576844,0.11018857,0.061655134,0.08071326,0.034864463,0.031000126,0.06648217,0.02742754,0.03178226,0.038246386,0.009976364,0.04952662,0.00853579,0.031167287,0.027935004,0.034727138,0.06313393,0.027806476,0.06449315,0.05159619,0.041580055,0.06475102,0.113137044,0.12349329,0.12177533
0.056624215,0.05095131,0.047091726,0.048987802,0.059163306,0.055141993,0.064899586,0.06564175,0.049985796,0.055584442,0.05332983,0.053133674,0.057955626,0.059047587,0.059705816,0.055249065,0.05866652,0.05370837,0.057461027,0.056207098,0.05626909,0.04939918,0.055993494,0.0614495,0.058285408,0.060202718,0.06310426,0.055965338,0.070037164,0.06858967,0.05575807,0.062755026,0.058981635,0.06381878,0.07749703,0.08791088,0.08400528,0.08074191,0.08568399,0.07798589,0.07873754,0.10034832,0.09385811,0.09971887,0.053037833,0.06769376,0.074154764,0.09459572,0.07511701,0.076644234,0.08347673,0.07561707,0.08239039,0.09452859,0.09504854,0.087171875,0.063417226,0.07078887,0.08507757,0.08271298,0.09481424,0.08560456,0.11568489,0.12308834,0.12447348,0.121737756,0.17113811,0.17026393,0.08670967,0.080313995,0.094155125,0.089703724,0.08699202,0.05942634,0.08664909,0.07829498,0.08369194,0.112705134,0.08509194,0.094516546,0.064815894,0.14096135,0.15467167,0.13161689
0.10447406,0.09277475,0.07128628,0.06861672,0.07210971,0.08378841,0.08873396,0.08612591,0.09269074,0.080069266,0.07276135,0.083213404,0.093385786,0.09045477,0.08232546,0.1077255,0.11836942,0.0941938,0.10700662,0.10440182,0.07488111,0.12017503,0.113390416,0.10259713,0.11304823,0.11306992,0.10272441,0.12555547,0.12796523,0.1488563,0.13809007,0.13026161,0.14747305,0.11820399,0.15679105,0.15147038,0.16932213,0.11974569,0.13380063,0.14342272,0.14672412,0.23626013,0.23135814,0.21822618,0.09149254,0.101433426,0.14180818,0.16016638,0.12260997,0.13658094,0.11393922,0.118019335,0.13822001,0.18686438,0.13756827,0.12351712,0.043769855,0.03963532,0.11846414,0.113969184,0.10566206,0.09743816,0.054792304,0.05064363,0.059342712,0.052084908,0.06846823,0.030575654,0.031591445,0.052610207,0.052140582,0.021468595,0.03718232,0.03695187,0.057786833,0.06971602,0.054867942,0.08007758,0.057448022,0.057111356,0.08583761,0.117476314,0.10289028,0.13718656
0.085625984,0.08853947,0.0811603,0.069115326,0.07516331,0.07043611,0.079584256,0.08291158,0.077830836,0.07100052,0.07106311,0.07926491,0.08446718,0.07579451,0.08165708,0.07852505,0.07606725,0.079489134,0.08284324,0.07433833,0.067462645,0.06304466,0.07355402,0.08284759,0.08033721,0.07383208,0.07019674,0.07059063,0.07689172,0.07858986,0.069995895,0.06703642,0.07500768,0.07494102,0.074207716,0.07994426,0.073218055,0.06478723,0.07440228,0.07936665,0.068298504,0.09890554,0.09256705,0.099086165,0.054114476,0.05860499,0.06478935,0.06637364,0.06081762,0.0798078,0.058268495,0.06491679,0.076031804,0.12641607,0.07913594,0.08027794,0.049002722,0.052032206,0.05490719,0.05842143,0.054886904,0.0494884,0.059671674,0.03668662,0.050094236,0.063938,0.025883256,0.027820256,0.03977629,0.056366406,0.03462079,0.044042308,0.038900197,0.033935152,0.03385052,0.0456922,0.050529145,0.04332608,0.052395165,0.04775122,0.03897985,0.087132186,0.09367867,0.09631121
0.06755807,0.0695986,0.05609523,0.07120728,0.07005234,0.067102484,0.060877677,0.06573779,0.057031687,0.07367778,0.066023424,0.06773332,0.063048385,0.07056642,0.071194895,0.06768589,0.068043835,0.06806582,0.0810734,0.069168776,0.06939544,0.062901154,0.06411393,0.06673913,0.060439795,0.07162142,0.0701926,0.063031666,0.07204083,0.06895733,0.06391925,0.0728892,0.08019995,0.07845571,0.069997095,0.077779315,0.06964911,0.071344234,0.07119224,0.07743284,0.07916388,0.08899663,0.08167229,0.07599532,0.058126226,0.069557734,0.08310908,0.08647476,0.088213585,0.08569869,0.087486744,0.08735086,0.08721137,0.10624427,0.08753249,0.088924356,0.06569385,0.068241365,0.088408366,0.08838782,0.08542505,0.09833546,0.09374522,0.107268274,0.099696815,0.124234594,0.12837258,0.11886812,0.088342234,0.09575977,0.08383787,0.08671096,0.08287648,0.07238496,0.08516943,0.07058933,0.092074946,0.13414237,0.10033785,0.088402264,0.07292739,0.12282292,0.11955474,0.09874301
0.068905875,0.06320103,0.05962506,0.05733892,0.05573482,0.07567711,0.05969865,0.06513985,0.0621687,0.062004473,0.06800518,0.06887887,0.06509311,0.06348478,0.06931774,0.076671176,0.07277469,0.07041334,0.058605243,0.0628714,0.061648656,0.0642444,0.0690148,0.07581296,0.070428416,0.06756063,0.05771321,0.09210696,0.0777287,0.0759195,0.06694946,0.07846984,0.08040608,0.07867917,0.08337559,0.09172384,0.085682556,0.073305696,0.08794836,0.0850089,0.092422165,0.09606672,0.094444856,0.08122701,0.04895894,0.06587794,0.07944024,0.092375815,0.0804098,0.08127645,0.082749985,0.08676052,0.08249507,0.10973457,0.08446507,0.083202906,0.06534895,0.076769136,0.085241966,0.08952499,0.08964387,0.08693325,0.098320775,0.089712836,0.090006374,0.103890896,0.10523162,0.10758926,0.059356622,0.07531948,0.081843846,0.0749251,0.081205525,0.064370655,0.06699826,0.076960646,0.08493685,0.0958916,0.08095364,0.08012895,0.0593027,0.09743001,0.106191576,0.094120994
