0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
0.009843173,0.010342488,0.010032028,0.00970969,0.009173729,0.009140697,0.008852345,0.00888166,0.009063889,0.009518718,0.008220009,0.009168095,0.008814898,0.008804291,0.009237149,0.008999344,0.008227195,0.008578725,0.009044099,0.008727922,0.008592769,0.008908833,0.008538132,0.00879345,0.009127919,0.009349184,0.009089942,0.008389758,0.008521084,0.008775368,0.009268281,0.009265739,0.0073061907,0.010125242,0.009571076,0.009458853,0.009958545,0.009528904,0.009578588,0.008711903,0.009346736,0.009127011,0.009127864,0.009357731,0.009790031,0.009206079,0.0044907476,0.00931741,0.00935919,0.009533335,0.009441284,0.009085083,0.009246773,0.009320251,0.008963479,0.009807482,0.009789767,0.009316836,0.004165721,0.008172943,0.009343983,0.008819751,0.0100837415,0.009312489,0.009628563,0.01026727,0.01064269,0.010229912,0.010690561,0.010625464,0.008217258,0.009441995,0.02039291,0.022082178,0.0337783,0.02389364,0.018729841,0.0204823,0.01884814,0.02178793,0.016341312,0.025436781,0.031663124,0.01143477,0.014179836,0.017080573,0.030774355,0.032903783
0.009743888,0.01015778,0.010489401,0.010124586,0.00969722,0.009046031,0.008793699,0.008654169,0.009214068,0.009535942,0.0083545325,0.0090150125,0.0088394815,0.00906608,0.009281359,0.009367286,0.008677981,0.008478932,0.009215962,0.008726909,0.00876328,0.009230191,0.008792344,0.008635824,0.009220109,0.009632611,0.009596954,0.009448851,0.009114526,0.008595674,0.009714584,0.009270148,0.008176848,0.009946752,0.009370953,0.009160992,0.010054218,0.009512488,0.009765278,0.009644612,0.00975886,0.009092733,0.009187257,0.009697288,0.00983371,0.009144879,0.005836754,0.0089428015,0.008912735,0.009650436,0.009673173,0.0099172,0.009523605,0.009431115,0.009488857,0.00980359,0.009937822,0.009867824,0.005753896,0.0076757576,0.008979427,0.0091077015,0.009901819,0.009765181,0.010036784,0.010662946,0.010170243,0.010716621,0.010616889,0.010121635,0.007984301,0.008840397,0.01229428,0.03554609,0.030300263,0.02805721,0.018434517,0.015173532,0.018565545,0.020559128,0.015975168,0.026042134,0.03450929,0.010168636,0.013022977,0.016924845,0.03135804,0.033317506
0.009775639,0.0100780595,0.010235084,0.009212609,0.008463733,0.00834693,0.008063506,0.0072422475,0.007289546,0.0076701557,0.004844445,0.008970544,0.007848434,0.0074105226,0.007892767,0.008279912,0.0065460913,0.007352868,0.007449776,0.0076903854,0.0067320922,0.0065926216,0.005055827,0.008893178,0.00805107,0.007206062,0.0077255373,0.006205397,0.0060277265,0.0078444565,0.007207612,0.0072726784,0.0038740414,0.0099968035,0.0060197683,0.00883575,0.008226432,0.00800431,0.0070798215,0.0062070442,0.006661754,0.0075322874,0.0064112186,0.0072781662,0.0074283364,0.00636972,0.0027346688,0.009881412,0.008952561,0.007599092,0.007293079,0.0063922964,0.0058015916,0.009099543,0.007103799,0.0075995354,0.008358789,0.0072851954,0.0036707742,0.0084080845,0.008634045,0.007849927,0.008576713,0.006756105,0.008454055,0.010893651,0.009982431,0.0114344675,0.010423023,0.009279823,0.026995614,0.011382251,0.022781981,0.058683757,0.047936283,0.043824308,0.029893456,0.025504304,0.0302515,0.040159397,0.03940355,0.041366994,0.08349837,0.020245444,0.031028086,0.042729598,0.071212314,0.07139257
0.009836652,0.0102988295,0.01040762,0.0099281855,0.009030655,0.008832372,0.00873668,0.008705223,0.008682309,0.009045587,0.0079428125,0.008751189,0.008593009,0.0088321185,0.008946518,0.009173012,0.008281631,0.008618184,0.008507181,0.008422166,0.008554277,0.008892577,0.0070835208,0.008716451,0.009080875,0.009364798,0.009265499,0.0077511445,0.007970387,0.00827884,0.00885413,0.008617853,0.005828077,0.010042827,0.008904663,0.009278029,0.009824212,0.008656863,0.008733481,0.008673987,0.008674742,0.008539497,0.008421511,0.008740687,0.009146099,0.008418522,0.0039619193,0.0094917165,0.009150804,0.009185068,0.008950979,0.009034822,0.008972627,0.009323446,0.009352885,0.009526454,0.009107457,0.0090520615,0.0034684034,0.008167383,0.00901907,0.008798191,0.009616078,0.008863932,0.009063826,0.00988996,0.010070927,0.0100701,0.010018925,0.009797074,0.013137509,0.009794111,0.011269884,0.020103125,0.034951206,0.026878184,0.018105358,0.015154036,0.019208375,0.025512373,0.017863085,0.021975007,0.0471997,0.012271766,0.01759848,0.02197753,0.04173799,0.04289169
0.009886484,0.010365431,0.010660742,0.0103441365,0.009493045,0.009240846,0.008947168,0.008760604,0.008701919,0.009527297,0.008283112,0.008893291,0.008886358,0.008869715,0.008736909,0.0091190655,0.008167578,0.008456813,0.009107626,0.008746268,0.008464837,0.008725314,0.0070249857,0.00865966,0.008945353,0.009153477,0.008406847,0.008446012,0.008220571,0.008358316,0.0091013815,0.008922005,0.00664591,0.010000733,0.008697039,0.009234963,0.009627301,0.009115185,0.008947881,0.008567733,0.0077090394,0.0087526115,0.008153744,0.008574886,0.0088986335,0.0075348737,0.0040224744,0.009335417,0.008868664,0.008642367,0.008464761,0.00721543,0.0074635926,0.008827711,0.008253979,0.009145555,0.0084015615,0.008408293,0.00378402,0.008190667,0.008660641,0.008876767,0.008664071,0.007891664,0.008660044,0.010291395,0.010179126,0.010396515,0.010182811,0.010057626,0.032366373,0.010697371,0.026710058,0.04994199,0.04670629,0.038065314,0.03016628,0.024176054,0.030327503,0.03677395,0.027985657,0.033723533,0.047935884,0.014005678,0.017939864,0.027896922,0.048096385,0.04894363
0.009803707,0.010376443,0.0103236735,0.009965665,0.009678216,0.009073088,0.009002367,0.008711957,0.00899722,0.009371215,0.008460432,0.00905921,0.009001,0.009065657,0.009130893,0.009573791,0.008884755,0.008754058,0.00925071,0.008844014,0.008701898,0.009075304,0.008800936,0.00875538,0.009301455,0.009458919,0.0092818355,0.008858659,0.008713139,0.008640307,0.0096075805,0.009453604,0.0077084424,0.010043645,0.009625522,0.009511784,0.00975627,0.009374652,0.009783176,0.009164424,0.009594431,0.009191639,0.009207054,0.00987616,0.009758717,0.008980528,0.0053448942,0.009050709,0.009203537,0.009189044,0.009346606,0.009400536,0.009647217,0.0094755385,0.009605841,0.009758409,0.009678967,0.009984,0.0049379487,0.007902266,0.009273922,0.008892933,0.009889916,0.009865151,0.009824912,0.010679164,0.010299728,0.010053932,0.010836144,0.010479223,0.008471366,0.009100925,0.011405549,0.011683039,0.012104304,0.011281896,0.010978556,0.010397338,0.012017858,0.0117125055,0.011581178,0.011752483,0.010316378,0.008571039,0.009767955,0.0113100605,0.013471136,0.018158568
0.010041841,0.0107087875,0.010654966,0.010498373,0.0100558745,0.009436315,0.009343514,0.008900298,0.009335354,0.009739947,0.008641616,0.009208248,0.009282569,0.009554121,0.009576431,0.009647791,0.0092814155,0.008914301,0.009364943,0.009052958,0.008997828,0.00938588,0.008680377,0.008718628,0.009532579,0.00999191,0.009790451,0.009186831,0.009276193,0.008778988,0.009969899,0.009457105,0.008325648,0.009939413,0.009633061,0.009401289,0.010055377,0.009505683,0.009863938,0.009441245,0.009435398,0.009114786,0.008975285,0.00962721,0.009651603,0.0089808,0.005856967,0.009067217,0.009378387,0.00976912,0.009426685,0.009289816,0.009156435,0.009507958,0.009864441,0.009606,0.009358807,0.0094000725,0.0056567565,0.007964904,0.009379036,0.00917949,0.009427299,0.008942785,0.009023819,0.0099384505,0.010382688,0.009757199,0.010276643,0.010038362,0.0097841825,0.009189642,0.011430846,0.011499538,0.011044626,0.010404467,0.0102214245,0.009771066,0.011188615,0.012308655,0.01105508,0.011447719,0.012367291,0.0087209875,0.010154863,0.011445072,0.014129772,0.018083675
0.009185829,0.009557752,0.009209916,0.009108532,0.008818707,0.0086251665,0.008561781,0.008572608,0.008467421,0.008904518,0.007745783,0.008656231,0.008651605,0.008761746,0.008539603,0.0085097095,0.008387784,0.008422503,0.008611212,0.00851726,0.008295834,0.008492916,0.0077244374,0.008577192,0.008966555,0.008806269,0.008967045,0.008460267,0.008620009,0.008511983,0.008945109,0.008907995,0.0074360594,0.009339579,0.008774999,0.009025591,0.009278781,0.009094174,0.008844381,0.008533664,0.009070195,0.008650067,0.008823742,0.008891235,0.009031231,0.008490615,0.0059365914,0.008903063,0.009131326,0.0090775285,0.008892487,0.008891121,0.008769355,0.009048375,0.009126799,0.009129953,0.009249092,0.009233824,0.0062128264,0.008333508,0.009213311,0.008899742,0.009055499,0.0088817,0.009189318,0.009461389,0.009484301,0.009303688,0.0095841205,0.009725934,0.007851356,0.009014568,0.010427772,0.010003028,0.009847283,0.009353276,0.009542892,0.009525338,0.0098122945,0.00989773,0.009947862,0.009796919,0.00820463,0.008500243,0.009220126,0.009596897,0.011232201,0.016348997
0.010004699,0.010713087,0.010952953,0.0099645965,0.009863981,0.009068854,0.009117444,0.00845003,0.008481,0.009469235,0.007491287,0.009266116,0.008514098,0.008698296,0.008577186,0.00920433,0.008169868,0.008476711,0.0089379605,0.008930237,0.008204182,0.008272616,0.007813516,0.008738577,0.008979693,0.008811011,0.0090654995,0.008121565,0.008499672,0.008970047,0.009340824,0.008952705,0.006807134,0.010246206,0.008674219,0.009310888,0.010016265,0.008762755,0.00910351,0.008559856,0.008789502,0.009071124,0.008130428,0.009348646,0.009208392,0.008762125,0.0041066944,0.009516549,0.008823957,0.008730068,0.008696821,0.008590527,0.008734793,0.009291423,0.009058596,0.009715907,0.009025609,0.009147429,0.011081441,0.008998126,0.010611643,0.010632742,0.011152314,0.011029775,0.012039867,0.02564358,0.0193271,0.025841357,0.01861728,0.021987136,0.07718115,0.01972433,0.033912875,0.046331096,0.049640145,0.039453983,0.030082643,0.027123705,0.029484998,0.032800697,0.028226411,0.039290447,0.060835425,0.019368183,0.025565816,0.03152123,0.06105762,0.06281114
0.00996554,0.010563646,0.010757388,0.010383087,0.0101585,0.009426847,0.009302646,0.009041918,0.009293126,0.009819356,0.009214755,0.009074601,0.009118785,0.009534559,0.009638999,0.009814289,0.00927673,0.008855653,0.009403813,0.009062091,0.00906146,0.00954905,0.00944435,0.008648652,0.009218556,0.009741611,0.009819244,0.0097057205,0.009517099,0.008829302,0.009920039,0.009479212,0.008758675,0.0098168515,0.010123013,0.009296423,0.010136591,0.009561383,0.010215873,0.009816342,0.0100388015,0.009473495,0.00972708,0.009863991,0.00990536,0.00946593,0.006972141,0.008680858,0.009139646,0.009889232,0.009462005,0.0093645025,0.010120653,0.009323112,0.010228228,0.010432783,0.010254898,0.010438734,0.014942773,0.008460222,0.010430245,0.010736283,0.012119343,0.01276556,0.012767326,0.013078651,0.012726729,0.014097582,0.012773691,0.013040422,0.016158557,0.009756427,0.013325525,0.014174544,0.014348886,0.013211438,0.01238943,0.011370679,0.012129559,0.012594964,0.012025892,0.012819682,0.013721618,0.008636119,0.009771738,0.0116840275,0.0108661875,0.0143354675
