0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
0.01198492,0.012992426,0.0140717095,0.012972227,0.01343033,0.012123091,0.011389605,0.010603084,0.010337399,0.011066308,0.016051289,0.011476996,0.013999319,0.014731656,0.013348696,0.014004437,0.015116712,0.012600892,0.012962034,0.013538858,0.013432852,0.014217487,0.01382964,0.01242396,0.012147594,0.010447639,0.015843695,0.0178996,0.012508762,0.015117754,0.014317588,0.013108756,0.015202583,0.015184539,0.013403687,0.012728077,0.015342349,0.0140253445,0.014707091,0.014299832,0.013940489,0.015902523,0.015552394,0.0148539385,0.012252723,0.016150044,0.017347168,0.011816453,0.012164244,0.014403845,0.016028604,0.017686594,0.0140173845,0.012825879,0.015086525,0.015842482,0.013564575,0.014694468,0.019880578,0.01374205,0.010937571,0.013906562,0.011092285,0.016855808,0.014742084,0.017481852,0.012428961,0.017526217,0.017157314,0.013631107,0.0151674915,0.011590352,0.018714689,0.016668566,0.017346056,0.017136853,0.015092901,0.016916512,0.01677902,0.01305321,0.015328499,0.017607544,0.017947815,0.013387667,0.014059345,0.0149920145,0.017679688,0.015751276
0.012247783,0.0136934845,0.012346465,0.011546117,0.011824865,0.012253172,0.011434594,0.011253836,0.009640677,0.011036138,0.016084343,0.010735664,0.013039604,0.013578505,0.012925455,0.0121799465,0.013492937,0.012607788,0.012112227,0.012797618,0.012746714,0.013194465,0.013888454,0.011199149,0.010934669,0.009530109,0.01376517,0.014502166,0.010836619,0.015021287,0.013203634,0.012613462,0.014048063,0.015287779,0.014784053,0.012935517,0.0142695755,0.013780228,0.014336285,0.011682181,0.012796969,0.015620509,0.01550812,0.0136270225,0.0115441885,0.017257506,0.015702622,0.010384371,0.013410329,0.014167532,0.01482844,0.015539624,0.013320111,0.010291765,0.013164073,0.015794259,0.013143216,0.012895695,0.01730647,0.012948191,0.011277432,0.011143894,0.011389836,0.015411939,0.013215639,0.015092047,0.013983735,0.015549176,0.016675796,0.01519434,0.014291664,0.011058429,0.015418184,0.018406978,0.013383536,0.01573504,0.013595045,0.01379246,0.014947353,0.012308677,0.013208721,0.017122671,0.015055313,0.0122509785,0.012859607,0.012914071,0.01689074,0.015317139
0.014445961,0.01518215,0.013983374,0.015032137,0.015199202,0.015443256,0.014106364,0.016879536,0.014480066,0.015381451,0.022564564,0.014216766,0.01684396,0.017849978,0.01735262,0.015666485,0.019266054,0.016741319,0.017309828,0.017554596,0.018108554,0.018567925,0.02050726,0.01470352,0.015743576,0.01610403,0.018867664,0.021702409,0.017706003,0.01893032,0.018607091,0.01903332,0.02104913,0.018499773,0.021552421,0.017746426,0.020448538,0.018200476,0.019966677,0.01925957,0.020352725,0.021193372,0.021157565,0.019224491,0.01978237,0.02020904,0.022026017,0.016323097,0.014322978,0.018453458,0.02206194,0.022085037,0.021158995,0.01514632,0.019297848,0.021708863,0.01680019,0.019077962,0.024355512,0.019350715,0.015057544,0.017069625,0.015813284,0.024375284,0.025871215,0.024355512,0.0187895,0.025385454,0.023506457,0.019751012,0.026243392,0.016116692,0.023649905,0.028709244,0.021066332,0.02325713,0.023212679,0.020787155,0.021461075,0.01867745,0.02304502,0.021863645,0.029603716,0.019216927,0.020291058,0.020319788,0.01942334,0.016507693
0.0131855905,0.013726165,0.013234498,0.012858157,0.014075231,0.0135121355,0.011935462,0.011859033,0.011607576,0.01286518,0.016561294,0.013742505,0.014360681,0.014241507,0.01426792,0.013052222,0.014856297,0.012071044,0.014898935,0.014718113,0.013712853,0.014112517,0.017600516,0.013439845,0.012070627,0.010542937,0.015385866,0.019361114,0.014066574,0.017572533,0.015447249,0.015622773,0.017932465,0.016696407,0.015487256,0.014563327,0.01581931,0.017456934,0.017130712,0.01422531,0.01612476,0.018494738,0.017379051,0.01670776,0.014573543,0.017855326,0.018032955,0.012428146,0.01298874,0.01503151,0.017769195,0.01700372,0.014160341,0.012892475,0.01322379,0.016554208,0.015833538,0.01518615,0.021093242,0.01480461,0.012697741,0.013753113,0.012801976,0.01757755,0.016279267,0.020401923,0.015574691,0.019150583,0.020805893,0.016795006,0.019862438,0.012971311,0.020437457,0.021329299,0.020095458,0.019405177,0.019447217,0.017819665,0.019026147,0.018028816,0.01800373,0.019476093,0.02077287,0.015145826,0.01683492,0.018305847,0.018649196,0.015831474
0.013142935,0.013741703,0.012240109,0.011378831,0.0130856,0.0122707775,0.011615236,0.01148239,0.01191413,0.011721586,0.016197745,0.012942303,0.013625519,0.014589713,0.014989058,0.013440574,0.015576826,0.012645397,0.012673321,0.013606613,0.013886156,0.014966879,0.01776393,0.013600012,0.01269015,0.010925892,0.018341247,0.017187692,0.013290199,0.017017389,0.014657691,0.014382095,0.016481606,0.016377656,0.015947882,0.013854197,0.01651448,0.015380106,0.016575454,0.014381257,0.018829267,0.017449621,0.017920956,0.017241348,0.0155282505,0.01992609,0.017505562,0.012675893,0.014034677,0.016820122,0.018788312,0.021410896,0.017757311,0.014806435,0.016367674,0.017320862,0.017457051,0.01630544,0.025471412,0.014852187,0.014410184,0.013111215,0.016798079,0.020888275,0.018915176,0.020655602,0.015795955,0.020668274,0.021370195,0.015973862,0.026784394,0.014919983,0.022988303,0.025021344,0.021032784,0.022441706,0.020357477,0.020614311,0.020522567,0.01957908,0.02111803,0.020489186,0.023456687,0.0181726,0.01559508,0.017199755,0.018369736,0.016136266
0.012426363,0.012937824,0.013159254,0.012363193,0.012119235,0.012324397,0.010894173,0.011242247,0.01073452,0.011888276,0.015713288,0.011336317,0.012806559,0.013417763,0.013783102,0.011393585,0.012926417,0.011261582,0.012182213,0.012766088,0.0133809615,0.0139797395,0.013785047,0.01183602,0.011240118,0.010037203,0.015255278,0.016723108,0.012227995,0.015350051,0.013343847,0.012185545,0.014749218,0.014939898,0.013721971,0.011431747,0.0163367,0.014815895,0.01431376,0.013155996,0.013535504,0.015481583,0.015446777,0.012887765,0.012093406,0.017759942,0.016381443,0.011641082,0.012614975,0.01616949,0.016308399,0.0171027,0.01308336,0.010640533,0.012954311,0.01629064,0.014218189,0.012481798,0.018399397,0.013066557,0.0106050875,0.013429654,0.011903451,0.014925576,0.013888596,0.015306996,0.013595374,0.018071953,0.015673958,0.014211322,0.015952896,0.011209825,0.015892206,0.017785404,0.013914228,0.01627596,0.014730025,0.01394461,0.016026476,0.010964987,0.015323807,0.017025258,0.017309973,0.013070522,0.012198744,0.014054383,0.0172298,0.015545056
0.012542413,0.012584022,0.01285873,0.011075242,0.011829932,0.0115635395,0.010460233,0.011295001,0.0101459855,0.011155874,0.01595354,0.0112007,0.012516497,0.012638625,0.012683564,0.011891732,0.012051675,0.011650468,0.012448675,0.012415821,0.012774228,0.013504695,0.01497135,0.013000637,0.010810552,0.008496367,0.013730964,0.016067632,0.011235803,0.015849674,0.0126690995,0.012900864,0.01409484,0.015924353,0.014381818,0.012822951,0.0156138195,0.014738655,0.014580673,0.012978,0.014811615,0.016623426,0.017033556,0.014530114,0.013081908,0.017880185,0.015809452,0.011052387,0.012473957,0.014385299,0.01646171,0.017781328,0.014942596,0.011064279,0.012328727,0.017447643,0.015694467,0.015033777,0.017071716,0.013513197,0.010311215,0.012382609,0.014158588,0.017911062,0.016941842,0.019196916,0.013649455,0.02069596,0.019316863,0.016643822,0.016894314,0.012691801,0.016887568,0.01870009,0.019003162,0.018558588,0.016377583,0.017616568,0.020438265,0.014663505,0.01711207,0.02001015,0.017802987,0.014794603,0.016168509,0.015636938,0.017510576,0.015542019
0.005712825,0.006014134,0.0065638814,0.0046992283,0.0054319967,0.005261462,0.004046931,0.003431892,0.0032364111,0.004086487,0.008665406,0.0039672907,0.005980702,0.005691897,0.00656394,0.0063145654,0.0063418066,0.0044192346,0.0056609,0.0054065995,0.0054025305,0.0065772943,0.008112588,0.0044562314,0.0047031567,0.0030229595,0.006877266,0.008405605,0.0038537364,0.007449447,0.0060746446,0.005202206,0.007729131,0.0078075193,0.006519424,0.0049050814,0.00849904,0.0060810763,0.008038592,0.0062206285,0.006255651,0.009283833,0.0074349754,0.0066599166,0.0046580695,0.009395186,0.008997772,0.004384161,0.0044090664,0.0065204157,0.009255324,0.009362991,0.006345398,0.004372919,0.0053935824,0.009135918,0.006612071,0.0051741013,0.00983012,0.005662608,0.002944328,0.0052744625,0.0066373395,0.009295936,0.0064898534,0.0083304215,0.0057510063,0.008700474,0.010582911,0.006797201,0.00923933,0.0039700894,0.008035388,0.009203145,0.008622682,0.011478413,0.009110845,0.008316995,0.010355442,0.006688415,0.0069992505,0.009006315,0.010975729,0.005525872,0.0049972935,0.0071536563,0.013224448,0.011667205
0.01328102,0.013076284,0.011891876,0.013426021,0.012485593,0.013726982,0.011395201,0.013480158,0.012724258,0.011767591,0.017721217,0.012225766,0.015743751,0.015416101,0.016254496,0.013302699,0.015697913,0.013555831,0.013526483,0.013202703,0.015113738,0.015718425,0.015696181,0.014131654,0.013323904,0.012150571,0.016000055,0.018217284,0.012576473,0.014948783,0.01407293,0.014802484,0.015962819,0.015538265,0.016158788,0.015081353,0.015619136,0.017209575,0.016144896,0.014530453,0.015919138,0.01671535,0.01846247,0.014746793,0.014729545,0.017002849,0.017839149,0.012649684,0.015852928,0.016860683,0.018742034,0.018341754,0.014987372,0.013694383,0.016635483,0.017832244,0.017009426,0.016196549,0.019861933,0.014642487,0.012563347,0.013071068,0.0142197525,0.019228978,0.015799982,0.018892683,0.014954262,0.01966142,0.01965646,0.0154759735,0.020660754,0.014732745,0.018654829,0.020949442,0.021780705,0.018263724,0.016112918,0.017650167,0.018194135,0.014448506,0.016430033,0.019399056,0.021329066,0.018038692,0.015304469,0.016186174,0.01792761,0.015958345
0.01186972,0.012796146,0.011912007,0.01106654,0.011169545,0.011342567,0.010083048,0.0098468475,0.009947804,0.010853036,0.014767887,0.011172893,0.0130838165,0.012268583,0.011719957,0.010608637,0.011817272,0.011015382,0.011874533,0.011677762,0.012109328,0.0127552245,0.012550492,0.011454036,0.0119876275,0.009237814,0.013219414,0.013929974,0.009595254,0.014277995,0.012607754,0.0122132525,0.013063376,0.014444805,0.012302037,0.011649438,0.014568736,0.014035125,0.012952389,0.0116399545,0.01211979,0.013942007,0.014063113,0.013103146,0.011450612,0.017107608,0.014038577,0.010690652,0.013275837,0.013938847,0.016110254,0.017953377,0.011727671,0.010849914,0.010930761,0.014860843,0.012967604,0.012763115,0.018566139,0.012473252,0.0102999285,0.012770738,0.011015058,0.013809753,0.010708763,0.014262072,0.010747233,0.015394319,0.016051147,0.012474718,0.013116282,0.010138059,0.01633678,0.013987502,0.012495867,0.013734617,0.011123154,0.015199303,0.013674393,0.01200507,0.013487677,0.01714823,0.017872332,0.01168094,0.013979982,0.013294498,0.01704228,0.015165444
